date,market_type,contracts
2026-03-17,Over/Under,14496968
2026-03-17,Parlay (correlated),33656645
2026-03-17,Parlay (independent),41661237
2026-03-17,Parlay (pending),266943
2026-03-17,Player Prop,1083473
2026-03-17,Spread,16124912
2026-03-18,Cricket,229783
2026-03-18,Esports,2852555
2026-03-18,Futures/Award,17665421
2026-03-18,Game Prop,1128633
2026-03-18,Mention,365439
2026-03-18,Moneyline,164253133
2026-03-18,Motorsport,119692
2026-03-18,Other,2602130
2026-03-18,Over/Under,16778788
2026-03-18,Parlay (correlated),36451181
2026-03-18,Parlay (independent),42977578
2026-03-18,Player Prop,987146
2026-03-18,Spread,19238983
2026-03-19,Cricket,140858
2026-03-19,Esports,2200198
2026-03-19,Futures/Award,37526868
2026-03-19,Game Prop,2422768
2026-03-19,Mention,510507
2026-03-19,Moneyline,343312696
2026-03-19,Motorsport,119425
2026-03-19,Other,3861078
2026-03-19,Over/Under,32711657
2026-03-19,Parlay (correlated),36243270
2026-03-19,Parlay (independent),76201023
2026-03-19,Player Prop,729299
2026-03-19,Spread,51671010
2026-03-20,Cricket,995402
2026-03-20,Esports,3912001
2026-03-20,Futures/Award,31375439
2026-03-20,Game Prop,2830846
2026-03-20,Mention,380648
2026-03-20,Moneyline,295321412
2026-03-20,Motorsport,311049
2026-03-20,Other,2268915
2026-03-20,Over/Under,33642705
2026-03-20,Parlay (correlated),30223002
2026-03-20,Parlay (independent),69358351
2026-03-20,Player Prop,595497
2026-03-20,Spread,51983175
2026-03-21,Cricket,220247
2026-03-21,Esports,4120065
2026-03-21,Futures/Award,24315725
2026-03-21,Game Prop,4124129
2026-03-21,Mention,517518
2026-03-21,Moneyline,288144301
2026-03-21,Motorsport,589765
2026-03-21,Other,1963525
2026-03-21,Over/Under,30887710
2026-03-21,Parlay (correlated),29038175
2026-03-21,Parlay (independent),77073818
2026-03-21,Player Prop,946244
2026-03-21,Spread,51598367
2026-03-22,Cricket,1546649
2026-03-22,Esports,2979871
2026-03-22,Futures/Award,29411674
2026-03-22,Game Prop,2830461
2026-03-22,Mention,430818
2026-03-22,Moneyline,288030738
2026-03-22,Motorsport,1496650
2026-03-22,Other,1676412
2026-03-22,Over/Under,29108205
2026-03-22,Parlay (correlated),25626540
2026-03-22,Parlay (independent),63172531
2026-03-22,Player Prop,620383
2026-03-22,Spread,46107017
2026-03-23,Cricket,218703
2026-03-23,Esports,2789560
2026-03-23,Futures/Award,12421809
2026-03-23,Game Prop,252884
2026-03-23,Mention,215330
2026-03-23,Moneyline,183852799
2026-03-23,Motorsport,116164
2026-03-23,Other,685817
2026-03-23,Over/Under,11880987
2026-03-23,Parlay (correlated),23555590
2026-03-23,Parlay (independent),29424840
2026-03-23,Player Prop,1277417
2026-03-23,Spread,12767052
2026-03-24,Cricket,237388
2026-03-24,Esports,2072920
2026-03-24,Futures/Award,13475732
2026-03-24,Game Prop,613908
2026-03-24,Mention,304280
2026-03-24,Moneyline,139370372
2026-03-24,Motorsport,136404
2026-03-24,Other,1645267
2026-03-24,Over/Under,10117094
2026-03-24,Parlay (correlated),20737262
2026-03-24,Parlay (independent),24402978
2026-03-24,Player Prop,1146635
2026-03-24,Spread,12785848
2026-03-25,Cricket,1826808
2026-03-25,Esports,2359366
2026-03-25,Futures/Award,11524958
2026-03-25,Game Prop,894048
2026-03-25,Mention,426642
2026-03-25,Moneyline,145463847
2026-03-25,Motorsport,141785
2026-03-25,Other,2818328
2026-03-25,Over/Under,13196049
2026-03-25,Parlay (correlated),34553725
2026-03-25,Parlay (independent),37267079
2026-03-25,Player Prop,2449964
2026-03-25,Spread,14901672
2026-03-26,Cricket,352771
2026-03-26,Esports,1420175
2026-03-26,Futures/Award,21504942
2026-03-26,Game Prop,2224946
2026-03-26,Mention,385353
2026-03-26,Moneyline,193069134
2026-03-26,Motorsport,375647
2026-03-26,Other,5707219
2026-03-26,Over/Under,17969926
2026-03-26,Parlay (correlated),30010996
2026-03-26,Parlay (independent),49214568
2026-03-26,Player Prop,2606273
2026-03-26,Spread,22457550
2026-03-27,Cricket,304679
2026-03-27,Esports,3719496
2026-03-27,Futures/Award,24615224
2026-03-27,Game Prop,2368744
2026-03-27,Mention,335385
2026-03-27,Moneyline,202888622
2026-03-27,Motorsport,361743
2026-03-27,Other,2487504
2026-03-27,Over/Under,18873055
2026-03-27,Parlay (correlated),38992637
2026-03-27,Parlay (independent),49758837
2026-03-27,Player Prop,2187351
2026-03-27,Spread,28954769
2026-03-28,Cricket,3121674
2026-03-28,Esports,3694325
2026-03-28,Futures/Award,19644098
2026-03-28,Game Prop,5947447
2026-03-28,Mention,431781
2026-03-28,Moneyline,228390323
2026-03-28,Motorsport,1725972
2026-03-28,Other,9537914
2026-03-28,Over/Under,23515575
2026-03-28,Parlay (correlated),31948863
2026-03-28,Parlay (independent),58553087
2026-03-28,Player Prop,2845782
2026-03-28,Spread,30147395
2026-03-29,Cricket,4931703
2026-03-29,Esports,2803203
2026-03-29,Futures/Award,19350238
2026-03-29,Game Prop,1860339
2026-03-29,Mention,500167
2026-03-29,Moneyline,196674850
2026-03-29,Motorsport,3895363
2026-03-29,Other,4981163
2026-03-29,Over/Under,24455244
2026-03-29,Parlay (correlated),40930142
2026-03-29,Parlay (independent),46233644
2026-03-29,Player Prop,2749942
2026-03-29,Spread,34681999
2026-03-30,Cricket,3538163
2026-03-30,Esports,3207041
2026-03-30,Futures/Award,11884244
2026-03-30,Game Prop,1147690
2026-03-30,Mention,319185
2026-03-30,Moneyline,161443827
2026-03-30,Motorsport,58992
2026-03-30,Other,963166
2026-03-30,Over/Under,14090053
2026-03-30,Parlay (correlated),31584520
2026-03-30,Parlay (independent),46260864
2026-03-30,Player Prop,3039470
2026-03-30,Spread,15597489
2026-03-31,Cricket,6302890
2026-03-31,Esports,3357282
2026-03-31,Futures/Award,11058611
2026-03-31,Game Prop,1396020
2026-03-31,Mention,270458
2026-03-31,Moneyline,169730200
2026-03-31,Motorsport,148978
2026-03-31,Other,1676433
2026-03-31,Over/Under,13446320
2026-03-31,Parlay (correlated),30560118
2026-03-31,Parlay (independent),51452521
2026-03-31,Parlay (pending),208818
2026-03-31,Player Prop,3004421
2026-03-31,Spread,12284894
2026-04-01,Cricket,7250698
2026-04-01,Esports,3637970
2026-04-01,Futures/Award,9003603
2026-04-01,Game Prop,1819714
2026-04-01,Mention,238139
2026-04-01,Moneyline,173148895
2026-04-01,Motorsport,103917
2026-04-01,Other,2957697
2026-04-01,Over/Under,20656397
2026-04-01,Parlay (correlated),30320243
2026-04-01,Parlay (independent),48267060
2026-04-01,Parlay (pending),104497
2026-04-01,Player Prop,2816617
2026-04-01,Spread,20097773
2026-04-02,Cricket,8594637
2026-04-02,Esports,3613965
2026-04-02,Futures/Award,20479023
2026-04-02,Game Prop,1199670
2026-04-02,Mention,385752
2026-04-02,Moneyline,154887040
2026-04-02,Motorsport,111158
2026-04-02,Other,7703355
2026-04-02,Over/Under,14293138
2026-04-02,Parlay (correlated),37632638
2026-04-02,Parlay (independent),35413581
2026-04-02,Parlay (pending),135039
2026-04-02,Player Prop,2312007
2026-04-02,Spread,15016930
2026-04-03,Cricket,8995766
2026-04-03,Esports,4107412
2026-04-03,Futures/Award,16871995
2026-04-03,Game Prop,1718590
2026-04-03,Mention,273799
2026-04-03,Moneyline,190751085
2026-04-03,Motorsport,320095
2026-04-03,Other,2915716
2026-04-03,Over/Under,19398356
2026-04-03,Parlay (correlated),38615226
2026-04-03,Parlay (independent),51275682
2026-04-03,Parlay (pending),195377
2026-04-03,Player Prop,3468632
2026-04-03,Spread,18332551
2026-04-04,Cricket,16381247
2026-04-04,Esports,4316393
2026-04-04,Futures/Award,25399454
2026-04-04,Game Prop,7409546
2026-04-04,Mention,646546
2026-04-04,Moneyline,261503133
2026-04-04,Motorsport,443399
2026-04-04,Other,1833638
2026-04-04,Over/Under,25268467
2026-04-04,Parlay (correlated),31041834
2026-04-04,Parlay (independent),69032395
2026-04-04,Parlay (pending),2363322
2026-04-04,Player Prop,2460260
2026-04-04,Spread,27228327
2026-04-05,Cricket,15259509
2026-04-05,Esports,3965532
2026-04-05,Futures/Award,60624520
2026-04-05,Game Prop,1804929
2026-04-05,Mention,307638
2026-04-05,Moneyline,190033274
2026-04-05,Motorsport,14942
2026-04-05,Other,1414941
2026-04-05,Over/Under,21969643
2026-04-05,Parlay (correlated),34554566
2026-04-05,Parlay (independent),57738582
2026-04-05,Parlay (pending),599773
2026-04-05,Player Prop,3230197
2026-04-05,Spread,24401190
2026-04-06,Cricket,3994434
2026-04-06,Esports,4716739
2026-04-06,Futures/Award,75926190
2026-04-06,Game Prop,3407358
2026-04-06,Mention,830900
2026-04-06,Moneyline,162049152
2026-04-06,Motorsport,47122
2026-04-06,Other,4002104
2026-04-06,Over/Under,18913710
2026-04-06,Parlay (correlated),29410815
2026-04-06,Parlay (independent),47969976
2026-04-06,Parlay (pending),3094356
2026-04-06,Player Prop,2574259
2026-04-06,Spread,25451602
2026-04-07,Cricket,8304183
2026-04-07,Esports,2734497
2026-04-07,Futures/Award,40399985
2026-04-07,Game Prop,2119161
2026-04-07,Mention,339202
2026-04-07,Moneyline,189760325
2026-04-07,Motorsport,72574
2026-04-07,Other,6333236
2026-04-07,Over/Under,19710640
2026-04-07,Parlay (correlated),48703029
2026-04-07,Parlay (independent),61618594
2026-04-07,Parlay (pending),10030
2026-04-07,Player Prop,3522190
2026-04-07,Spread,16467543
2026-04-08,Cricket,14031395
2026-04-08,Esports,3249100
2026-04-08,Futures/Award,68353701
2026-04-08,Game Prop,2818690
2026-04-08,Mention,288355
2026-04-08,Moneyline,208013909
2026-04-08,Motorsport,71081
2026-04-08,Other,13792190
2026-04-08,Over/Under,25567638
2026-04-08,Parlay (correlated),40771371
2026-04-08,Parlay (independent),58663327
2026-04-08,Player Prop,3483032
2026-04-08,Spread,23100016
2026-04-09,Cricket,14209423
2026-04-09,Esports,3730726
2026-04-09,Futures/Award,93011030
2026-04-09,Game Prop,2085853
2026-04-09,Mention,254780
2026-04-09,Moneyline,161888360
2026-04-09,Motorsport,60227
2026-04-09,Other,30680581
2026-04-09,Over/Under,17486269
2026-04-09,Parlay (correlated),39125310
2026-04-09,Parlay (independent),46813672
2026-04-09,Player Prop,1953236
2026-04-09,Spread,14823307
2026-04-10,Cricket,12974931
2026-04-10,Esports,4323172
2026-04-10,Futures/Award,59109628
2026-04-10,Game Prop,2547198
2026-04-10,Mention,313673
2026-04-10,Moneyline,194758625
2026-04-10,Motorsport,226273
2026-04-10,Other,16958848
2026-04-10,Over/Under,21140666
2026-04-10,Parlay (correlated),40138985
2026-04-10,Parlay (independent),89239656
2026-04-10,Player Prop,3331063
2026-04-10,Spread,20138318
2026-04-11,Cricket,19191023
2026-04-11,Esports,4017564
2026-04-11,Futures/Award,66124916
2026-04-11,Game Prop,10237768
2026-04-11,Mention,126740
2026-04-11,Moneyline,220978793
2026-04-11,Motorsport,638239
2026-04-11,Other,15244089
2026-04-11,Over/Under,20321600
2026-04-11,Parlay (correlated),16442447
2026-04-11,Parlay (independent),79147503
2026-04-11,Player Prop,2765583
2026-04-11,Spread,12183493
2026-04-12,Cricket,18438042
2026-04-12,Esports,2817023
2026-04-12,Futures/Award,106567795
2026-04-12,Game Prop,1904870
2026-04-12,Mention,225013
2026-04-12,Moneyline,213682573
2026-04-12,Motorsport,1689574
2026-04-12,Other,7215451
2026-04-12,Over/Under,23686608
2026-04-12,Parlay (correlated),21681235
2026-04-12,Parlay (independent),76934267
2026-04-12,Player Prop,2804501
2026-04-12,Spread,19168836
2026-04-13,Cricket,13271946
2026-04-13,Esports,4961493
2026-04-13,Futures/Award,14808160
2026-04-13,Game Prop,1767345
2026-04-13,Mention,153217
2026-04-13,Moneyline,143420142
2026-04-13,Motorsport,26268
2026-04-13,Other,1503376
2026-04-13,Over/Under,10955881
2026-04-13,Parlay (correlated),18543631
2026-04-13,Parlay (independent),46639735
2026-04-13,Player Prop,2816527
2026-04-13,Spread,7727182
2026-04-14,Cricket,11427735
2026-04-14,Esports,5366102
2026-04-14,Futures/Award,13806047
2026-04-14,Game Prop,2724900
2026-04-14,Mention,314904
2026-04-14,Moneyline,196275786
2026-04-14,Motorsport,111976
2026-04-14,Other,1849709
2026-04-14,Over/Under,15956560
2026-04-14,Parlay (correlated),36898993
2026-04-14,Parlay (independent),63204617
2026-04-14,Player Prop,3386057
2026-04-14,Spread,13388622
2026-04-15,Cricket,9039581
2026-04-15,Esports,5092005
2026-04-15,Futures/Award,14792155
2026-04-15,Game Prop,3809165
2026-04-15,Mention,465699
2026-04-15,Moneyline,198280406
2026-04-15,Motorsport,123994
2026-04-15,Other,2685886
2026-04-15,Over/Under,18968467
2026-04-15,Parlay (correlated),36662865
2026-04-15,Parlay (independent),50738840
2026-04-15,Player Prop,3289581
2026-04-15,Spread,13660385
2026-04-16,Cricket,11526327
2026-04-16,Esports,2496292
2026-04-16,Futures/Award,24180941
2026-04-16,Game Prop,2029317
2026-04-16,Mention,178024
2026-04-16,Moneyline,172445814
2026-04-16,Motorsport,124641
2026-04-16,Other,7525771
2026-04-16,Over/Under,14381063
2026-04-16,Parlay (correlated),24815050
2026-04-16,Parlay (independent),43934320
2026-04-16,Player Prop,2711561
2026-04-16,Spread,9572001
2026-04-17,Cricket,14383002
2026-04-17,Esports,4850851
2026-04-17,Futures/Award,21676537
2026-04-17,Game Prop,2108227
2026-04-17,Mention,361422
2026-04-17,Moneyline,179156785
2026-04-17,Motorsport,179246
2026-04-17,Other,3438812
2026-04-17,Over/Under,18145247
2026-04-17,Parlay (correlated),46168079
2026-04-17,Parlay (independent),56318170
2026-04-17,Player Prop,4572182
2026-04-17,Spread,17145657
2026-04-18,Cricket,28885524
2026-04-18,Esports,5552459
2026-04-18,Futures/Award,29444772
2026-04-18,Game Prop,5466689
2026-04-18,Mention,716006
2026-04-18,Moneyline,228219826
2026-04-18,Motorsport,835795
2026-04-18,Other,3444007
2026-04-18,Over/Under,33457956
2026-04-18,Parlay (correlated),43744790
2026-04-18,Parlay (independent),70369873
2026-04-18,Player Prop,5362170
2026-04-18,Spread,28327282
2026-04-19,Cricket,25186062
2026-04-19,Esports,4834768
2026-04-19,Futures/Award,29054362
2026-04-19,Game Prop,2015530
2026-04-19,Mention,580193
2026-04-19,Moneyline,198811435
2026-04-19,Motorsport,1777328
2026-04-19,Other,2406495
2026-04-19,Over/Under,32756324
2026-04-19,Parlay (correlated),58356546
2026-04-19,Parlay (independent),61335412
2026-04-19,Player Prop,4827122
2026-04-19,Spread,33757336
2026-04-20,Cricket,11972558
2026-04-20,Esports,2646644
2026-04-20,Futures/Award,10163183
2026-04-20,Game Prop,2208528
2026-04-20,Mention,329010
2026-04-20,Moneyline,177951105
2026-04-20,Motorsport,67068
2026-04-20,Other,1239172
2026-04-20,Over/Under,21183160
2026-04-20,Parlay (correlated),54087774
2026-04-20,Parlay (independent),47604965
2026-04-20,Player Prop,4001646
2026-04-20,Spread,20074727
2026-04-21,Cricket,17034382
2026-04-21,Esports,2821671
2026-04-21,Futures/Award,14054165
2026-04-21,Game Prop,2536352
2026-04-21,Mention,371033
2026-04-21,Moneyline,230594236
2026-04-21,Motorsport,128410
2026-04-21,Other,1886421
2026-04-21,Over/Under,22140507
2026-04-21,Parlay (correlated),72878560
2026-04-21,Parlay (independent),75401821
2026-04-21,Player Prop,4615898
2026-04-21,Spread,25396944
2026-04-22,Cricket,19577840
2026-04-22,Esports,3456921
2026-04-22,Futures/Award,16243043
2026-04-22,Game Prop,2792708
2026-04-22,Mention,363435
2026-04-22,Moneyline,223231288
2026-04-22,Motorsport,110240
2026-04-22,Other,2790714
2026-04-22,Over/Under,26081135
2026-04-22,Parlay (correlated),55561834
2026-04-22,Parlay (independent),76757981
2026-04-22,Player Prop,4523551
2026-04-22,Spread,24061508
2026-04-23,Cricket,15467189
2026-04-23,Esports,3809509
2026-04-23,Futures/Award,32652433
2026-04-23,Game Prop,2297336
2026-04-23,Mention,492174
2026-04-23,Moneyline,220469772
2026-04-23,Motorsport,201297
2026-04-23,Other,11407120
2026-04-23,Over/Under,22437181
2026-04-23,Parlay (correlated),70093031
2026-04-23,Parlay (independent),63056911
2026-04-23,Player Prop,4337043
2026-04-23,Spread,21003847
2026-04-24,Cricket,16419677
2026-04-24,Esports,5245911
2026-04-24,Futures/Award,18702969
2026-04-24,Game Prop,2163602
2026-04-24,Mention,480734
2026-04-24,Moneyline,220059944
2026-04-24,Motorsport,257084
2026-04-24,Other,4438101
2026-04-24,Over/Under,19435600
2026-04-24,Parlay (correlated),64654347
2026-04-24,Parlay (independent),81956900
2026-04-24,Player Prop,4480172
2026-04-24,Spread,20414344
2026-04-25,Cricket,37323130
2026-04-25,Esports,5183331
2026-04-25,Futures/Award,18712019
2026-04-25,Game Prop,6270963
2026-04-25,Mention,478937
2026-04-25,Moneyline,312198957
2026-04-25,Motorsport,835052
2026-04-25,Other,2878718
2026-04-25,Over/Under,36693078
2026-04-25,Parlay (correlated),91167881
2026-04-25,Parlay (independent),97691728
2026-04-25,Player Prop,5185529
2026-04-25,Spread,32404052
2026-04-26,Cricket,35666792
2026-04-26,Esports,5429905
2026-04-26,Futures/Award,18735747
2026-04-26,Game Prop,3502936
2026-04-26,Mention,542990
2026-04-26,Moneyline,285419245
2026-04-26,Motorsport,4252834
2026-04-26,Other,2053158
2026-04-26,Over/Under,34002147
2026-04-26,Parlay (correlated),81569539
2026-04-26,Parlay (independent),84639390
2026-04-26,Player Prop,5508192
2026-04-26,Spread,35150033
2026-04-27,Cricket,12404213
2026-04-27,Esports,3139592
2026-04-27,Futures/Award,14500953
2026-04-27,Game Prop,2490640
2026-04-27,Mention,460672
2026-04-27,Moneyline,201304431
2026-04-27,Motorsport,113680
2026-04-27,Other,1238189
2026-04-27,Over/Under,17872936
2026-04-27,Parlay (correlated),69520086
2026-04-27,Parlay (independent),56958994
2026-04-27,Player Prop,3365734
2026-04-27,Spread,19397726
2026-04-28,Cricket,21284651
2026-04-28,Esports,3026702
2026-04-28,Futures/Award,15007168
2026-04-28,Game Prop,2712927
2026-04-28,Mention,474764
2026-04-28,Moneyline,256860203
2026-04-28,Motorsport,172738
2026-04-28,Other,2421295
2026-04-28,Over/Under,28402210
2026-04-28,Parlay (correlated),71816860
2026-04-28,Parlay (independent),83736782
2026-04-28,Player Prop,4394269
2026-04-28,Spread,26102630
2026-04-29,Cricket,26147171
2026-04-29,Esports,5249029
2026-04-29,Futures/Award,13980290
2026-04-29,Game Prop,3823010
2026-04-29,Mention,370836
2026-04-29,Moneyline,217362149
2026-04-29,Motorsport,195472
2026-04-29,Other,2885145
2026-04-29,Over/Under,25485853
2026-04-29,Parlay (correlated),62154426
2026-04-29,Parlay (independent),77181297
2026-04-29,Player Prop,4015497
2026-04-29,Spread,23204787
2026-04-30,Cricket,20315973
2026-04-30,Esports,5761845
2026-04-30,Futures/Award,26616432
2026-04-30,Game Prop,2863962
2026-04-30,Mention,328229
2026-04-30,Moneyline,211933260
2026-04-30,Motorsport,228527
2026-04-30,Other,8374065
2026-04-30,Over/Under,27079320
2026-04-30,Parlay (correlated),68564791
2026-04-30,Parlay (independent),55380731
2026-04-30,Player Prop,4254808
2026-04-30,Spread,27462938
2026-05-01,Cricket,24355415
2026-05-01,Esports,6081276
2026-05-01,Futures/Award,24539457
2026-05-01,Game Prop,2786115
2026-05-01,Mention,277409
2026-05-01,Moneyline,230292931
2026-05-01,Motorsport,1192823
2026-05-01,Other,4828386
2026-05-01,Over/Under,24245560
2026-05-01,Parlay (correlated),69368417
2026-05-01,Parlay (independent),76435842
2026-05-01,Player Prop,4680977
2026-05-01,Spread,23784338
2026-05-02,Cricket,17721256
2026-05-02,Esports,6141299
2026-05-02,Futures/Award,86526104
2026-05-02,Game Prop,5160550
2026-05-02,Mention,403534
2026-05-02,Moneyline,171226770
2026-05-02,Motorsport,2353411
2026-05-02,Other,4709385
2026-05-02,Over/Under,26947747
2026-05-02,Parlay (correlated),62120705
2026-05-02,Parlay (independent),78873304
2026-05-02,Player Prop,4307471
2026-05-02,Spread,21536412
2026-05-03,Cricket,35635476
2026-05-03,Esports,6389834
2026-05-03,Futures/Award,87608901
2026-05-03,Game Prop,3275114
2026-05-03,Mention,299164
2026-05-03,Moneyline,152694314
2026-05-03,Motorsport,6830341
2026-05-03,Other,3052286
2026-05-03,Over/Under,33281745
2026-05-03,Parlay (correlated),85370160
2026-05-03,Parlay (independent),64293934
2026-05-03,Player Prop,4907840
2026-05-03,Spread,28588701
2026-05-04,Cricket,18515578
2026-05-04,Esports,3784867
2026-05-04,Futures/Award,21290735
2026-05-04,Game Prop,3339279
2026-05-04,Mention,374128
2026-05-04,Moneyline,191076782
2026-05-04,Motorsport,95327
2026-05-04,Other,2602895
2026-05-04,Over/Under,21902112
2026-05-04,Parlay (correlated),81167264
2026-05-04,Parlay (independent),70585546
2026-05-04,Player Prop,4047703
2026-05-04,Spread,20732451
2026-05-05,Cricket,14836571
2026-05-05,Esports,3102686
2026-05-05,Futures/Award,17878548
2026-05-05,Game Prop,3887932
2026-05-05,Mention,356249
2026-05-05,Moneyline,216118804
2026-05-05,Motorsport,180535
2026-05-05,Other,3030780
2026-05-05,Over/Under,23708579
2026-05-05,Parlay (correlated),66572518
2026-05-05,Parlay (independent),82659334
2026-05-05,Player Prop,3980677
2026-05-05,Spread,21709562
2026-05-06,Cricket,21386190
2026-05-06,Esports,2714744
2026-05-06,Futures/Award,20369291
2026-05-06,Game Prop,6700749
2026-05-06,Mention,355181
2026-05-06,Moneyline,206897292
2026-05-06,Motorsport,215355
2026-05-06,Other,3911658
2026-05-06,Over/Under,31197832
2026-05-06,Parlay (correlated),74981321
2026-05-06,Parlay (independent),74554356
2026-05-06,Player Prop,4951332
2026-05-06,Spread,25563147
2026-05-07,Cricket,28010644
2026-05-07,Esports,3214812
2026-05-07,Futures/Award,25882289
2026-05-07,Game Prop,4065382
2026-05-07,Mention,493771
2026-05-07,Moneyline,204665255
2026-05-07,Motorsport,198335
2026-05-07,Other,8364337
2026-05-07,Over/Under,28303942
2026-05-07,Parlay (correlated),92823055
2026-05-07,Parlay (independent),60756339
2026-05-07,Player Prop,4611811
2026-05-07,Spread,25698939
2026-05-08,Cricket,13277134
2026-05-08,Esports,5320826
2026-05-08,Futures/Award,23018180
2026-05-08,Game Prop,4659366
2026-05-08,Mention,539763
2026-05-08,Moneyline,211851104
2026-05-08,Motorsport,633739
2026-05-08,Other,5063069
2026-05-08,Over/Under,22945575
2026-05-08,Parlay (correlated),76758702
2026-05-08,Parlay (independent),99638742
2026-05-08,Player Prop,4596070
2026-05-08,Spread,22385312
2026-05-09,Cricket,16486519
2026-05-09,Esports,6095884
2026-05-09,Futures/Award,21565902
2026-05-09,Game Prop,15335839
2026-05-09,Mention,451454
2026-05-09,Moneyline,303713991
2026-05-09,Motorsport,866829
2026-05-09,Other,4174406
2026-05-09,Over/Under,31714382
2026-05-09,Parlay (correlated),88583014
2026-05-09,Parlay (independent),137902321
2026-05-09,Player Prop,4883454
2026-05-09,Spread,26167829
2026-05-10,Cricket,37286243
2026-05-10,Esports,7825599
2026-05-10,Futures/Award,39173159
2026-05-10,Game Prop,7119839
2026-05-10,Mention,497654
2026-05-10,Moneyline,258295711
2026-05-10,Motorsport,1629658
2026-05-10,Other,4241424
2026-05-10,Over/Under,29796230
2026-05-10,Parlay (correlated),105851024
2026-05-10,Parlay (independent),84903194
2026-05-10,Player Prop,4686227
2026-05-10,Spread,26209786
2026-05-11,Cricket,23779661
2026-05-11,Esports,6947862
2026-05-11,Futures/Award,29740274
2026-05-11,Game Prop,3583534
2026-05-11,Mention,472493
2026-05-11,Moneyline,175664456
2026-05-11,Motorsport,42125
2026-05-11,Other,3169417
2026-05-11,Over/Under,22251234
2026-05-11,Parlay (correlated),97914054
2026-05-11,Parlay (independent),44046046
2026-05-11,Player Prop,3715969
2026-05-11,Spread,19387919
2026-05-12,Cricket,16983557
2026-05-12,Esports,9197212
2026-05-12,Futures/Award,26544730
2026-05-12,Game Prop,4049255
2026-05-12,Mention,509681
2026-05-12,Moneyline,211324040
2026-05-12,Motorsport,51988
2026-05-12,Other,4892015
2026-05-12,Over/Under,22852659
2026-05-12,Parlay (correlated),66789404
2026-05-12,Parlay (independent),62782568
2026-05-12,Player Prop,4050274
2026-05-12,Spread,19797392
2026-05-13,Cricket,13967429
2026-05-13,Esports,7803960
2026-05-13,Futures/Award,36361854
2026-05-13,Game Prop,3607408
2026-05-13,Mention,158689
2026-05-13,Moneyline,196195279
2026-05-13,Motorsport,68406
2026-05-13,Other,10384324
2026-05-13,Over/Under,23162070
2026-05-13,Parlay (correlated),54297427
2026-05-13,Parlay (independent),70200173
2026-05-13,Player Prop,3469420
2026-05-13,Spread,16278890
2026-05-14,Cricket,19915239
2026-05-14,Esports,4363104
2026-05-14,Futures/Award,78742899
2026-05-14,Game Prop,3924925
2026-05-14,Mention,54972
2026-05-14,Moneyline,152064804
2026-05-14,Motorsport,73774
2026-05-14,Other,23540852
2026-05-14,Over/Under,20343089
2026-05-14,Parlay (correlated),38659369
2026-05-14,Parlay (independent),51361720
2026-05-14,Player Prop,2430746
2026-05-14,Spread,9595925
2026-05-15,Cricket,17052233
2026-05-15,Esports,11876420
2026-05-15,Futures/Award,53781680
2026-05-15,Game Prop,3492026
2026-05-15,Mention,311457
2026-05-15,Moneyline,177700137
2026-05-15,Motorsport,384943
2026-05-15,Other,14539437
2026-05-15,Over/Under,27329889
2026-05-15,Parlay (correlated),74488330
2026-05-15,Parlay (independent),81408199
2026-05-15,Parlay (pending),8694
2026-05-15,Player Prop,4376581
2026-05-15,Spread,22255188
2026-05-16,Cricket,21700983
2026-05-16,Esports,7592100
2026-05-16,Futures/Award,60364499
2026-05-16,Game Prop,14668746
2026-05-16,Mention,137661
2026-05-16,Moneyline,184153791
2026-05-16,Motorsport,558419
2026-05-16,Other,20276535
2026-05-16,Over/Under,22960968
2026-05-16,Parlay (correlated),39152354
2026-05-16,Parlay (independent),122571122
2026-05-16,Parlay (pending),558569
2026-05-16,Player Prop,2694789
2026-05-16,Spread,9800979
2026-05-17,Cricket,31675722
2026-05-17,Esports,7400805
2026-05-17,Futures/Award,116146343
2026-05-17,Game Prop,4402195
2026-05-17,Mention,143873
2026-05-17,Moneyline,135657075
2026-05-17,Motorsport,1506728
2026-05-17,Other,10735532
2026-05-17,Over/Under,36370736
2026-05-17,Parlay (correlated),76584122
2026-05-17,Parlay (independent),79299879
2026-05-17,Parlay (pending),62516
2026-05-17,Player Prop,4196561
2026-05-17,Spread,23258929
2026-05-18,Cricket,17272302
2026-05-18,Esports,2865126
2026-05-18,Futures/Award,23778034
2026-05-18,Game Prop,3051088
2026-05-18,Mention,380911
2026-05-18,Moneyline,187607741
2026-05-18,Motorsport,131174
2026-05-18,Other,3301984
2026-05-18,Over/Under,23895854
2026-05-18,Parlay (correlated),55374103
2026-05-18,Parlay (independent),76051755
2026-05-18,Parlay (pending),121476
2026-05-18,Player Prop,4133758
2026-05-18,Spread,17671938
2026-05-19,Cricket,18546399
2026-05-19,Esports,4225603
2026-05-19,Futures/Award,14684712
2026-05-19,Game Prop,3486427
2026-05-19,Mention,338647
2026-05-19,Moneyline,221952484
2026-05-19,Motorsport,167410
2026-05-19,Other,3467781
2026-05-19,Over/Under,24268127
2026-05-19,Parlay (correlated),66839489
2026-05-19,Parlay (independent),75611381
2026-05-19,Parlay (pending),526243
2026-05-19,Player Prop,3781430
2026-05-19,Spread,22167132
2026-05-20,Cricket,19253924
2026-05-20,Esports,6378412
2026-05-20,Futures/Award,18155757
2026-05-20,Game Prop,4862822
2026-05-20,Mention,423974
2026-05-20,Moneyline,225277311
