date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2025-11-17,same-game (correlated),8+,all-sports,894753,0
2025-11-18,multi-game (independent),2,all-sports,82664,0
2025-11-18,multi-game (independent),3,all-sports,37453,0
2025-11-18,multi-game (independent),4,all-sports,32104,0
2025-11-18,multi-game (independent),5-7,all-sports,91103,0
2025-11-18,multi-game (independent),8+,all-sports,331255,0
2025-11-18,same-game (correlated),2,all-nonsports,1660,0
2025-11-18,same-game (correlated),2,all-sports,159547,0
2025-11-18,same-game (correlated),3,all-nonsports,445,0
2025-11-18,same-game (correlated),3,all-sports,94350,0
2025-11-18,same-game (correlated),4,all-nonsports,323,0
2025-11-18,same-game (correlated),4,all-sports,74573,0
2025-11-18,same-game (correlated),5-7,all-nonsports,243,0
2025-11-18,same-game (correlated),5-7,all-sports,155543,0
2025-11-18,same-game (correlated),8+,all-nonsports,265,0
2025-11-18,same-game (correlated),8+,all-sports,131025,0
2025-11-19,multi-game (independent),2,all-sports,201540,0
2025-11-19,multi-game (independent),3,all-sports,127629,0
2025-11-19,multi-game (independent),4,all-sports,140948,0
2025-11-19,multi-game (independent),5-7,all-sports,469574,0
2025-11-19,multi-game (independent),8+,all-sports,846423,0
2025-11-19,same-game (correlated),2,all-nonsports,181,0
2025-11-19,same-game (correlated),2,all-sports,264783,0
2025-11-19,same-game (correlated),3,all-nonsports,76,0
2025-11-19,same-game (correlated),3,all-sports,154911,0
2025-11-19,same-game (correlated),4,all-nonsports,52,0
2025-11-19,same-game (correlated),4,all-sports,140717,0
2025-11-19,same-game (correlated),5-7,all-nonsports,18,0
2025-11-19,same-game (correlated),5-7,all-sports,287634,0
2025-11-19,same-game (correlated),8+,all-sports,322150,0
2025-11-20,multi-game (independent),2,all-sports,178332,0
2025-11-20,multi-game (independent),3,all-sports,186839,0
2025-11-20,multi-game (independent),4,all-sports,208293,0
2025-11-20,multi-game (independent),5-7,all-sports,326111,0
2025-11-20,multi-game (independent),8+,all-sports,815854,0
2025-11-20,same-game (correlated),2,all-nonsports,2525,0
2025-11-20,same-game (correlated),2,all-sports,1131280,0
2025-11-20,same-game (correlated),3,all-nonsports,2317,0
2025-11-20,same-game (correlated),3,all-sports,905996,0
2025-11-20,same-game (correlated),4,all-nonsports,1286,0
2025-11-20,same-game (correlated),4,all-sports,660824,0
2025-11-20,same-game (correlated),5-7,all-nonsports,1480,0
2025-11-20,same-game (correlated),5-7,all-sports,1293615,0
2025-11-20,same-game (correlated),8+,all-nonsports,179,0
2025-11-20,same-game (correlated),8+,all-sports,747695,0
2025-11-21,multi-game (independent),2,all-sports,189569,0
2025-11-21,multi-game (independent),3,all-sports,279673,0
2025-11-21,multi-game (independent),4,all-sports,240321,0
2025-11-21,multi-game (independent),5-7,all-sports,558681,0
2025-11-21,multi-game (independent),8+,all-sports,1247706,0
2025-11-21,same-game (correlated),2,all-nonsports,271,0
2025-11-21,same-game (correlated),2,all-sports,134104,0
2025-11-21,same-game (correlated),3,all-nonsports,118,0
2025-11-21,same-game (correlated),3,all-sports,85670,0
2025-11-21,same-game (correlated),4,all-nonsports,189,0
2025-11-21,same-game (correlated),4,all-sports,98452,0
2025-11-21,same-game (correlated),5-7,all-sports,229588,0
2025-11-21,same-game (correlated),8+,all-sports,407779,0
2025-11-21,unclassified (pending legs),unknown,unknown,67474,1
2025-11-22,multi-game (independent),2,all-sports,170338,0
2025-11-22,multi-game (independent),3,all-sports,346150,0
2025-11-22,multi-game (independent),4,all-sports,432824,0
2025-11-22,multi-game (independent),5-7,all-sports,911948,0
2025-11-22,multi-game (independent),8+,all-sports,1072129,0
2025-11-22,same-game (correlated),2,all-nonsports,208,0
2025-11-22,same-game (correlated),2,all-sports,217839,0
2025-11-22,same-game (correlated),3,all-nonsports,88,0
2025-11-22,same-game (correlated),3,all-sports,167019,0
2025-11-22,same-game (correlated),4,all-nonsports,35,0
2025-11-22,same-game (correlated),4,all-sports,209214,0
2025-11-22,same-game (correlated),5-7,all-nonsports,81,0
2025-11-22,same-game (correlated),5-7,all-sports,621074,0
2025-11-22,same-game (correlated),8+,all-sports,1112828,0
2025-11-22,unclassified (pending legs),unknown,unknown,18938,1
2025-11-23,multi-game (independent),2,all-sports,1364028,0
2025-11-23,multi-game (independent),3,all-sports,1647868,0
2025-11-23,multi-game (independent),4,all-sports,1669157,0
2025-11-23,multi-game (independent),5-7,all-sports,2807905,0
2025-11-23,multi-game (independent),8+,all-sports,2028129,0
2025-11-23,same-game (correlated),2,all-nonsports,284,0
2025-11-23,same-game (correlated),2,all-sports,1681149,0
2025-11-23,same-game (correlated),3,all-sports,1502280,0
2025-11-23,same-game (correlated),4,all-nonsports,52,0
2025-11-23,same-game (correlated),4,all-sports,1302122,0
2025-11-23,same-game (correlated),5-7,all-sports,3354489,0
2025-11-23,same-game (correlated),8+,all-sports,3520785,0
2025-11-23,unclassified (pending legs),unknown,unknown,34208,1
2025-11-24,multi-game (independent),2,all-sports,144077,0
2025-11-24,multi-game (independent),3,all-sports,142596,0
2025-11-24,multi-game (independent),4,all-sports,134487,0
2025-11-24,multi-game (independent),5-7,all-sports,226737,0
2025-11-24,multi-game (independent),8+,all-sports,350077,0
2025-11-24,same-game (correlated),2,all-nonsports,63,0
2025-11-24,same-game (correlated),2,all-sports,1088874,0
2025-11-24,same-game (correlated),3,all-sports,582682,0
2025-11-24,same-game (correlated),4,all-sports,602521,0
2025-11-24,same-game (correlated),5-7,all-sports,1198521,0
2025-11-24,same-game (correlated),8+,all-sports,1149161,0
2025-11-24,unclassified (pending legs),unknown,unknown,153360,1
2025-11-25,multi-game (independent),2,all-sports,98218,0
2025-11-25,multi-game (independent),3,all-sports,248078,0
2025-11-25,multi-game (independent),4,all-sports,106867,0
2025-11-25,multi-game (independent),5-7,all-sports,171688,0
2025-11-25,multi-game (independent),8+,all-sports,565603,0
2025-11-25,same-game (correlated),2,all-sports,186010,0
2025-11-25,same-game (correlated),3,all-sports,130632,0
2025-11-25,same-game (correlated),4,all-sports,132905,0
2025-11-25,same-game (correlated),5-7,all-sports,390402,0
2025-11-25,same-game (correlated),8+,all-sports,318793,0
2025-11-25,unclassified (pending legs),unknown,unknown,884946,1
2025-11-26,multi-game (independent),2,all-sports,343057,0
2025-11-26,multi-game (independent),3,all-sports,668557,0
2025-11-26,multi-game (independent),4,all-sports,245293,0
2025-11-26,multi-game (independent),5-7,all-sports,670352,0
2025-11-26,multi-game (independent),8+,all-sports,847833,0
2025-11-26,same-game (correlated),2,all-sports,446480,0
2025-11-26,same-game (correlated),3,all-sports,356581,0
2025-11-26,same-game (correlated),4,all-sports,394894,0
2025-11-26,same-game (correlated),5-7,all-sports,1272102,0
2025-11-26,same-game (correlated),8+,all-sports,1154598,0
2025-11-26,unclassified (pending legs),unknown,unknown,1570707,1
2025-11-27,multi-game (independent),2,all-sports,977746,0
2025-11-27,multi-game (independent),3,all-sports,1799411,0
2025-11-27,multi-game (independent),4,all-sports,272542,0
2025-11-27,multi-game (independent),5-7,all-sports,453942,0
2025-11-27,multi-game (independent),8+,all-sports,2174013,0
2025-11-27,same-game (correlated),2,all-nonsports,1249,0
2025-11-27,same-game (correlated),2,all-sports,2912649,0
2025-11-27,same-game (correlated),3,all-nonsports,1584,0
2025-11-27,same-game (correlated),3,all-sports,2834955,0
2025-11-27,same-game (correlated),4,all-nonsports,898,0
2025-11-27,same-game (correlated),4,all-sports,2498031,0
2025-11-27,same-game (correlated),5-7,all-nonsports,670,0
2025-11-27,same-game (correlated),5-7,all-sports,5388769,0
2025-11-27,same-game (correlated),8+,all-nonsports,1080,0
2025-11-27,same-game (correlated),8+,all-sports,3585564,0
2025-11-27,unclassified (pending legs),unknown,unknown,11130856,1
2025-11-28,multi-game (independent),2,all-sports,377904,0
2025-11-28,multi-game (independent),3,all-sports,517631,0
2025-11-28,multi-game (independent),4,all-sports,541753,0
2025-11-28,multi-game (independent),5-7,all-sports,1161909,0
2025-11-28,multi-game (independent),8+,all-sports,2007272,0
2025-11-28,same-game (correlated),2,all-nonsports,317,0
2025-11-28,same-game (correlated),2,all-sports,1381713,0
2025-11-28,same-game (correlated),3,all-sports,1159694,0
2025-11-28,same-game (correlated),4,all-sports,1196661,0
2025-11-28,same-game (correlated),5-7,all-nonsports,15,0
2025-11-28,same-game (correlated),5-7,all-sports,2021760,0
2025-11-28,same-game (correlated),8+,all-sports,1737775,0
2025-11-28,unclassified (pending legs),unknown,unknown,669819,1
2025-11-29,multi-game (independent),2,all-sports,384913,0
2025-11-29,multi-game (independent),3,all-sports,649563,0
2025-11-29,multi-game (independent),4,all-sports,679127,0
2025-11-29,multi-game (independent),5-7,all-sports,1559234,0
2025-11-29,multi-game (independent),8+,all-sports,1966494,0
2025-11-29,same-game (correlated),2,all-sports,377120,0
2025-11-29,same-game (correlated),3,all-sports,212197,0
2025-11-29,same-game (correlated),4,all-sports,137565,0
2025-11-29,same-game (correlated),5-7,all-sports,832188,0
2025-11-29,same-game (correlated),8+,all-sports,1502906,0
2025-11-29,unclassified (pending legs),unknown,unknown,318602,1
2025-11-30,multi-game (independent),2,all-sports,2069250,0
2025-11-30,multi-game (independent),3,all-sports,3307392,0
2025-11-30,multi-game (independent),4,all-sports,2250710,0
2025-11-30,multi-game (independent),5-7,all-sports,3957047,0
2025-11-30,multi-game (independent),8+,all-sports,2779371,0
2025-11-30,same-game (correlated),2,all-sports,2327530,0
2025-11-30,same-game (correlated),3,all-sports,1375947,0
2025-11-30,same-game (correlated),4,all-sports,1641347,0
2025-11-30,same-game (correlated),5-7,all-sports,3953716,0
2025-11-30,same-game (correlated),8+,all-sports,5087011,0
2025-11-30,unclassified (pending legs),unknown,unknown,3751704,1
2025-12-01,multi-game (independent),2,all-sports,552366,0
2025-12-01,multi-game (independent),3,all-sports,435374,0
2025-12-01,multi-game (independent),4,all-sports,337783,0
2025-12-01,multi-game (independent),5-7,all-sports,357429,0
2025-12-01,multi-game (independent),8+,all-sports,303566,0
2025-12-01,same-game (correlated),2,all-sports,1593370,0
2025-12-01,same-game (correlated),3,all-sports,1057069,0
2025-12-01,same-game (correlated),4,all-sports,1019583,0
2025-12-01,same-game (correlated),5-7,all-sports,1963828,0
2025-12-01,same-game (correlated),8+,all-sports,1788134,0
2025-12-01,unclassified (pending legs),unknown,unknown,465408,1
2025-12-02,multi-game (independent),2,all-sports,397896,0
2025-12-02,multi-game (independent),3,all-sports,424824,0
2025-12-02,multi-game (independent),4,all-sports,255602,0
2025-12-02,multi-game (independent),5-7,all-sports,723092,0
2025-12-02,multi-game (independent),8+,all-sports,1019717,0
2025-12-02,same-game (correlated),2,all-sports,392442,0
2025-12-02,same-game (correlated),3,all-sports,223787,0
2025-12-02,same-game (correlated),4,all-sports,198657,0
2025-12-02,same-game (correlated),5-7,all-sports,420543,0
2025-12-02,same-game (correlated),8+,all-sports,550746,0
2025-12-02,unclassified (pending legs),unknown,unknown,47874,1
2025-12-03,multi-game (independent),2,all-sports,490829,0
2025-12-03,multi-game (independent),3,all-sports,466146,0
2025-12-03,multi-game (independent),4,all-sports,394461,0
2025-12-03,multi-game (independent),5-7,all-sports,700365,0
2025-12-03,multi-game (independent),8+,all-sports,1510082,0
2025-12-03,same-game (correlated),2,all-sports,345016,0
2025-12-03,same-game (correlated),3,all-sports,225397,0
2025-12-03,same-game (correlated),4,all-sports,262838,0
2025-12-03,same-game (correlated),5-7,all-sports,598756,0
2025-12-03,same-game (correlated),8+,all-sports,974017,0
2025-12-03,unclassified (pending legs),unknown,unknown,99431,1
2025-12-04,multi-game (independent),2,all-sports,329056,0
2025-12-04,multi-game (independent),3,all-sports,331593,0
2025-12-04,multi-game (independent),4,all-sports,406738,0
2025-12-04,multi-game (independent),5-7,all-sports,987225,0
2025-12-04,multi-game (independent),8+,all-sports,1397757,0
2025-12-04,same-game (correlated),2,all-sports,1553307,0
2025-12-04,same-game (correlated),3,all-sports,1163938,0
2025-12-04,same-game (correlated),4,all-sports,1317823,0
2025-12-04,same-game (correlated),5-7,all-sports,2537545,0
2025-12-04,same-game (correlated),8+,all-sports,2456063,0
2025-12-04,unclassified (pending legs),unknown,unknown,759827,1
2025-12-05,multi-game (independent),2,all-sports,392614,0
2025-12-05,multi-game (independent),3,all-sports,597311,0
2025-12-05,multi-game (independent),4,all-sports,874333,0
2025-12-05,multi-game (independent),5-7,all-sports,1511523,0
2025-12-05,multi-game (independent),8+,all-sports,2662942,0
2025-12-05,same-game (correlated),2,all-sports,383451,0
2025-12-05,same-game (correlated),3,all-sports,252508,0
2025-12-05,same-game (correlated),4,all-sports,217859,0
2025-12-05,same-game (correlated),5-7,all-sports,677287,0
2025-12-05,same-game (correlated),8+,all-sports,1214820,0
2025-12-05,unclassified (pending legs),unknown,unknown,172463,1
2025-12-06,multi-game (independent),2,all-sports,285793,0
2025-12-06,multi-game (independent),3,all-sports,672938,0
2025-12-06,multi-game (independent),4,all-sports,675525,0
2025-12-06,multi-game (independent),5-7,all-sports,1556451,0
2025-12-06,multi-game (independent),8+,all-sports,1729172,0
2025-12-06,same-game (correlated),2,all-sports,316951,0
2025-12-06,same-game (correlated),3,all-sports,182369,0
2025-12-06,same-game (correlated),4,all-sports,232800,0
2025-12-06,same-game (correlated),5-7,all-sports,907594,0
2025-12-06,same-game (correlated),8+,all-sports,2033081,0
2025-12-06,unclassified (pending legs),unknown,unknown,147891,1
2025-12-07,multi-game (independent),2,all-sports,2621936,0
2025-12-07,multi-game (independent),3,all-sports,3223836,0
2025-12-07,multi-game (independent),4,all-sports,2653795,0
2025-12-07,multi-game (independent),5-7,all-sports,4813666,0
2025-12-07,multi-game (independent),8+,all-sports,4298399,0
2025-12-07,same-game (correlated),2,all-sports,2558376,0
2025-12-07,same-game (correlated),3,all-sports,1921275,0
2025-12-07,same-game (correlated),4,all-sports,2245513,0
2025-12-07,same-game (correlated),5-7,all-sports,5543973,0
2025-12-07,same-game (correlated),8+,all-sports,6195610,0
2025-12-07,unclassified (pending legs),unknown,unknown,3890120,1
2025-12-08,multi-game (independent),2,all-sports,267037,0
2025-12-08,multi-game (independent),3,all-sports,359514,0
2025-12-08,multi-game (independent),4,all-sports,174727,0
2025-12-08,multi-game (independent),5-7,all-sports,641,0
2025-12-08,same-game (correlated),2,all-sports,1396465,0
2025-12-08,same-game (correlated),3,all-sports,1425099,0
2025-12-08,same-game (correlated),4,all-sports,1465063,0
2025-12-08,same-game (correlated),5-7,all-sports,2176962,0
2025-12-08,same-game (correlated),8+,all-sports,1363655,0
2025-12-08,unclassified (pending legs),unknown,unknown,1020022,1
2025-12-09,multi-game (independent),2,all-sports,444490,0
2025-12-09,multi-game (independent),3,all-sports,109411,0
2025-12-09,multi-game (independent),4,all-sports,96408,0
2025-12-09,multi-game (independent),5-7,all-sports,225594,0
2025-12-09,multi-game (independent),8+,all-sports,942036,0
2025-12-09,same-game (correlated),2,all-sports,486441,0
2025-12-09,same-game (correlated),3,all-sports,368276,0
2025-12-09,same-game (correlated),4,all-sports,302963,0
2025-12-09,same-game (correlated),5-7,all-sports,418980,0
2025-12-09,same-game (correlated),8+,all-sports,522598,0
2025-12-09,unclassified (pending legs),unknown,unknown,90370,1
2025-12-10,multi-game (independent),2,all-sports,609003,0
2025-12-10,multi-game (independent),3,all-sports,134430,0
2025-12-10,multi-game (independent),4,all-sports,84543,0
2025-12-10,multi-game (independent),5-7,all-sports,329633,0
2025-12-10,multi-game (independent),8+,all-sports,1253112,0
2025-12-10,same-game (correlated),2,all-sports,613845,0
2025-12-10,same-game (correlated),3,all-sports,476555,0
2025-12-10,same-game (correlated),4,all-sports,514934,0
2025-12-10,same-game (correlated),5-7,all-sports,872048,0
2025-12-10,same-game (correlated),8+,all-sports,1117381,0
2025-12-10,unclassified (pending legs),unknown,unknown,348769,1
2025-12-11,multi-game (independent),2,all-sports,307458,0
2025-12-11,multi-game (independent),3,all-sports,367238,0
2025-12-11,multi-game (independent),4,all-sports,473317,0
